method,id,question,type,source,gold_answer,predicted_answer,top_evidence,evidence_score,exact_match,retrieval_hit,score
search_agent,squad_q_24,What team was the NFC champion?,one-hop,SQuAD,Carolina Panthers,"The 2007 MasterCard Memorial Cup was played in May 2007 in Vancouver, British Columbia, at the Pacific Coliseum. It was the 89th annual Memorial Cup competition and determined the major junior ice hockey champion of the Canadian Hockey League (CHL). The tournament was competed between the WHL champi",2007 Memorial Cup,0.2353399604153002,0,1,0.5
search_agent,squad_q_4,Which NFL team won Super Bowl 50?,one-hop,SQuAD,Denver Broncos,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.49787205009160757,1,1,1.0
search_agent,hotpot_q_20,"Which writer was from England, Henry Roth or Robert Erskine Childers?",multi-hop,HotpotQA,Robert Erskine Childers DSC,"Henry Roth (February 8, 1906 – October 13, 1995) was an American novelist and short story writer. Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, was a British writer, whose works included the influential novel ""The Riddle of the Sands"", and a Fe",Henry Roth,0.513700692431772,1,1,1.0
search_agent,hotpot_q_18,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,multi-hop,HotpotQA,yes,"Teatro Giuseppe Verdi (the Giuseppe Verdi Theatre) is a small opera house located in a wing of the Rocca dei Marchesi Pallavicino on the Piazza Giuseppe Verdi in Busseto, Italy, a town closely associated with the life of the opera composer, Giuseppe Verdi. From the 13th century, the “rocca” or “fort",Teatro Giuseppe Verdi,0.450305366015086,0,0,0.0
search_agent,hotpot_q_41,Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,multi-hop,HotpotQA,Scotch Collie,The Scotch Collie is a landrace breed of dog which originated from the highland regions of Scotland. The breed consisted of both the long-haired (now known as Rough) Collie and the short-haired (now known as Smooth) Collie. It is generally believed to have descended from a variety of ancient herding,Scotch Collie,0.47050122978967573,1,1,1.0
search_agent,hotpot_q_46,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area?",multi-hop,HotpotQA,Yellowcraig,"Lothian and Borders is an area in south-east Scotland consisting of the East Lothian, City of Edinburgh, Midlothian, West Lothian areas (collectively known as Lothian) along with the Scottish Borders. Dirleton Castle is a medieval fortress in the village of Dirleton, East Lothian, Scotland. It lies ",Lothian and Borders,0.509778111169957,0,0,0.0
search_agent,hotpot_q_40,Ralph Hefferline was a psychology professor at a university that is located in what city?,multi-hop,HotpotQA,New York City,"Ralph Franklin Hefferline (15 February 1910 in Muncie, Indiana – 16 March 1974) was a psychology professor at Columbia University. E. Mavis Hetherington (born November 27, 1926) is a retired psychology professor at the University of Virginia. She is a leading researcher on the impacts of divorce, fa",Ralph Hefferline,0.6606774297131333,0,0,0.0
search_agent,hotpot_q_5,"The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?",multi-hop,HotpotQA,"Greenwich Village, New York City","Big Stone Gap is a 2014 American drama romantic comedy film written and directed by Adriana Trigiani and produced by Donna Gigliotti for Altar Identity Studios, a subsidiary of Media Society. Based on Trigiani's 2000 best-selling novel of the same name, the story is set in the actual Virginia town o",Big Stone Gap (film),0.4864822924195477,0,0,0.0
search_agent,hotpot_q_38,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",multi-hop,HotpotQA,World War II,"The Livesey Hall War Memorial commemorates the fallen of World War I and World War II who had been employed by the South Suburban Gas Company of London. It is also a tribute to those employees who served in the wars. The monument was designed and executed by British sculptor Sydney March, of the Mar",Livesey Hall War Memorial,0.49631073308803547,1,1,1.0
search_agent,hotpot_q_42,Where is the company that Sachin Warrier worked for as a software engineer headquartered?,multi-hop,HotpotQA,Mumbai,"Sachin Warrier is a playback singer and composer in the Malayalam cinema industry from Kerala. He became notable with the song ""Muthuchippi Poloru"" from the film Thattathin Marayathu. He made his debut with the movie Malarvaadi Arts Club. He was working as a software engineer in Tata Consultancy Ser",Sachin Warrier,0.34245996768041875,0,0,0.0
search_agent,squad_q_2,Which NFL team represented the NFC at Super Bowl 50?,one-hop,SQuAD,Carolina Panthers,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.48797907664806073,1,1,1.0
search_agent,hotpot_q_1,Were Scott Derrickson and Ed Wood of the same nationality?,multi-hop,HotpotQA,yes,"Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton, and starring Johnny Depp as cult filmmaker Ed Wood. The film concerns the period in Wood's life when he made his best-known films as well as his relationship with actor Bela Lugosi, played by Martin",Ed Wood (film),0.36030936755790066,0,0,0.0
search_agent,hotpot_q_50,Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?,multi-hop,HotpotQA,English Electric Canberra,"The South West Pacific theatre, during World War II, was a major theatre of the war between the Allies and Japan. It included the Philippines, the Dutch East Indies (except for Sumatra), Borneo, Australia and its mandate Territory of New Guinea (including the Bismarck Archipelago) and the western pa",South West Pacific theatre of World War II,0.41764321694905915,0,1,0.5
search_agent,squad_q_7,What day was the game played on?,one-hop,SQuAD,"February 7, 2016","""A Rather Blustery Day"" is a whimsical song from the Walt Disney musical film featurette, ""Winnie the Pooh and the Blustery Day"". It was written by Robert & Richard Sherman and sung by Jim Cummings as ""Pooh"". Super Bowl 50 was an American football game to determine the champion of the National Footb",A Rather Blustery Day,0.2816270441875948,0,1,0.5
search_agent,hotpot_q_29,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,multi-hop,HotpotQA,Henry J. Kaiser,"Edgar Fosburgh Kaiser Sr. (July 29, 1908 – December 7, 1981) was an American industrialist, who was Chairman of Kaiser Aluminum and Chemical Corporation, the Kaiser Cement Corporation and the Kaiser Steel Corporation. Henry John Kaiser (May 9, 1882 – August 24, 1967) was an American industrialist wh",Edgar Kaiser Sr.,0.40923862973008,0,1,0.5
search_agent,squad_q_10,What does AFC stand for?,one-hop,SQuAD,American Football Conference,"""Oh My God"" is a song by Guns N' Roses released in 1999 on the soundtrack to the film ""End of Days"". The song was sent out to radio stations in November 1999 as a promo for the soundtrack and the band. Despite being the band's first recorded release in almost five years, it was never issued as a sta",Oh My God (Guns N' Roses song),0.10971793405979569,0,0,0.0
search_agent,squad_q_32,How many appearances have the Denver Broncos made in the Super Bowl?,one-hop,SQuAD,8,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.4554445085880745,0,1,0.5
search_agent,squad_q_8,What is the AFC short for?,one-hop,SQuAD,American Football Conference,"Henry Roth (February 8, 1906 – October 13, 1995) was an American novelist and short story writer. The House That Jack Built is a 1967 National Film Board of Canada animated short based on the nursery rhyme ""This Is the House That Jack Built."" Directed by Ron Tunis, written by and produced by Wolf Ko",Henry Roth,0.12831606540672902,0,0,0.0
search_agent,hotpot_q_12,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",multi-hop,HotpotQA,David Weissman,"The Family Man is a 2000 American romantic comedy-drama film directed by Brett Ratner, written by David Diamond and David Weissman, and starring Nicolas Cage and Téa Leoni. Cage's production company, Saturn Films, helped produce the film. The film centers on a man who sees what could have been had h",The Family Man,0.3228346928994885,1,1,1.0
search_agent,squad_q_27,Which team won Super Bowl 50.,one-hop,SQuAD,Denver Broncos,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5150162328358205,1,1,1.0
search_agent,squad_q_3,Where did Super Bowl 50 take place?,one-hop,SQuAD,"Santa Clara, California",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5437729936258822,0,1,0.5
search_agent,squad_q_22,What year was Super Bowl 50?,one-hop,SQuAD,2015,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5567678966357376,1,1,1.0
search_agent,squad_q_46,Who is the quarterback for the Panthers?,one-hop,SQuAD,Cam Newton,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.1771300974698664,1,1,1.0
search_agent,squad_q_49,Who did Denver beat in the AFC championship?,one-hop,SQuAD,New England Patriots,"Beat Happening/Screaming Trees is an EP and a one-off collaboration between Beat Happening (from Olympia, Washington) and Screaming Trees (from Ellensburg, Washington). Originally released on Homestead Records in 1988, it was later reissued as part of Beat Happening's box set ""Crashing Through"" in 2",Beat Happening/Screaming Trees,0.22961633483877125,0,1,0.5
search_agent,hotpot_q_35,"Which band, Letters to Cleo or Screaming Trees, had more members?",multi-hop,HotpotQA,Letters to Cleo,"Letters to Cleo are an alternative rock band from Boston, Massachusetts, best known for the 1994 single, ""Here & Now"", from their full-length debut album, ""Aurora Gory Alice"". The band's members are Kay Hanley, Greg McKenna, Michael Eisenstein, Stacy Jones, Scott Riebling, and later, Tom Polce. The ",Letters to Cleo,0.4631279500056167,1,1,1.0
search_agent,squad_q_11,What day was the Super Bowl played on?,one-hop,SQuAD,"February 7, 2016",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5049757027410681,0,1,0.5
search_agent,squad_q_31,Which Carolina Panthers player was named Most Valuable Player?,one-hop,SQuAD,Cam Newton,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.19171173647850295,1,1,1.0
search_agent,hotpot_q_36,Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,multi-hop,HotpotQA,October 1922,"Kerensky–Krasnov uprising was an attempt by Alexander Kerensky to regain power after the Bolsheviks overthrew his Provisional Government in Petrograd. The Socialist Revolutionary Party, or Party of Socialists-Revolutionaries (the SRs; Russian: Партия социалистов-революционеров (ПСР), эсеры , ""esery""",Kerensky–Krasnov uprising,0.30896229628688243,0,0,0.0
search_agent,hotpot_q_9,"Who is older, Annie Morton or Terry Richardson?",multi-hop,HotpotQA,Terry Richardson,"Annie Morton (born October 8, 1970) is an American model born in Pennsylvania. She has appeared on the covers of ""British Vogue"", ""ID"", ""Marie Claire"", and other magazines. She has been photographed by Helmut Newton; Peter Lindbergh; Annie Leibovitz; Richard Avedon; Juergen Teller; Paul Jasmin, Mary",Annie Morton,0.36703100583426507,0,1,0.5
search_agent,hotpot_q_25,What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992?,multi-hop,HotpotQA,World's Best Goalkeeper,"Peter Bolesław Schmeichel MBE (] ; born 18 November 1963) is a Danish former professional footballer who played as a goalkeeper, and was voted the IFFHS World's Best Goalkeeper in 1992 and 1993. He is best remembered for his most successful years at English club Manchester United, whom he captained ",Peter Schmeichel,0.3842088567585663,1,1,1.0
search_agent,squad_q_29,The name of the NFL championship game is?,one-hop,SQuAD,Super Bowl,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.25288516372735437,1,1,1.0
search_agent,squad_q_30,What 2015 NFL team one the AFC playoff?,one-hop,SQuAD,Denver Broncos,"The 2015–16 VCU Rams men's basketball team represented Virginia Commonwealth University during the 2015–16 NCAA Division I men's basketball season. It was the 48th season of the University fielding a men's basketball program. The program was led by Will Wade, who was leading the program for his firs",2015–16 VCU Rams men's basketball team,0.14521470855103066,0,0,0.0
search_agent,squad_q_21,"What month, day and year did Super Bowl 50 take place?",one-hop,SQuAD,"February 7, 2016",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.4258680298106406,0,1,0.5
search_agent,hotpot_q_31,"When was Poison's album ""Shut Up, Make Love"" released?",multi-hop,HotpotQA,2000,"""Shut Up, Make Love"" is a song by American rock band Poison; released in 2000, it was the first single presented to radio stations from their 2000 ""Crack a Smile...and More! "" album. The song also appears on the second promo single ""Be the One"" as a B-side. ""Crack a Smile"" is Poison's fifth studio a","Shut Up, Make Love",0.5834764348592825,1,1,1.0
search_agent,hotpot_q_23,"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?",multi-hop,HotpotQA,keyboard function keys,The Apple Remote is a remote control device released in or after October 2005 by Apple Inc. for use with a number of its products which use infrared capabilities. The device was originally designed to interact with the Front Row media program on the iSight iMac G5 and is compatible with some later d,Apple Remote,0.6686581192495125,0,0,0.0
search_agent,hotpot_q_32,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?",multi-hop,HotpotQA,"Fujioka, Gunma","Paul Hayden Desser (born February 12, 1971) who records as Hayden, is a Canadian singer-songwriter from Thornhill, Ontario. Skyscraper National Park is the third album by Canadian singer-songwriter Hayden. It was released on Hardwood Records in Canada, on Badman Recording Co. in the U.S., on Loose M",Hayden (musician),0.3741374576828471,0,1,0.5
search_agent,squad_q_28,Where was Super Bowl 50 held?,one-hop,SQuAD,"Santa Clara, California.",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5326822461534225,0,1,0.5
search_agent,hotpot_q_49,Are Ferocactus and Silene both types of plant?,multi-hop,HotpotQA,yes,"Ferocactus is a genus of large barrel-shaped cacti, mostly with large spines and small flowers. There are about 30 species included in the genus. They are found in the southwestern United States and northwestern Mexico. Silene antirrhina is a species of flowering plant in the pink family known by th",Ferocactus,0.28563488800529163,0,0,0.0
search_agent,squad_q_19,What stadium did Super Bowl 50 take place in?,one-hop,SQuAD,Levi's Stadium,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5220535408849707,0,1,0.5
search_agent,hotpot_q_14,Are Random House Tower and 888 7th Avenue both used for real estate?,multi-hop,HotpotQA,no,"The Random House Tower, also known as the Park Imperial Apartments, is a 52-story mixed-use tower in New York City, United States, that is used as the headquarters of book publisher Random House and a luxury apartment complex. The book publisher entrance is on Broadway and goes up to 27 floors, whil",Random House Tower,0.39686135653980975,1,1,1.0
search_agent,hotpot_q_33,Which French ace pilot and adventurer fly L'Oiseau Blanc,multi-hop,HotpotQA,Charles Eugène,"François Coli (June 5, 1881 – presumably on or after May 8, 1927) was a French pilot and navigator best known as the one-eyed flying partner of Charles Nungesser in their doomed attempt to fly the Atlantic Ocean on the aircraft known as ""L'Oiseau Blanc"". Gervais Raoul Victor Lufbery (March 14, 1885 ",François Coli,0.3325761307571787,0,1,0.5
search_agent,squad_q_36,Who did the Panthers beat in the NFC Championship Game?,one-hop,SQuAD,Arizona Cardinals,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.24380787422224423,1,1,1.0
search_agent,hotpot_q_30,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",multi-hop,HotpotQA,Arena of Khazan,"Tunnels & Trolls (abbreviated ""T&T"") is a fantasy role-playing game designed by Ken St. Andre and first published in 1975 by Flying Buffalo. The second modern role-playing game published, it was written by Ken St. Andre to be a more accessible alternative to ""Dungeons & Dragons"" and is suitable for ",Tunnels &amp; Trolls,0.6071786001828996,0,1,0.5
search_agent,squad_q_20,What was the final score of Super Bowl 50?,one-hop,SQuAD,24–10,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.46777318033971405,1,1,1.0
search_agent,squad_q_37,Who lost to the Broncos in the AFC Championship?,one-hop,SQuAD,New England Patriots,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.2044119223112799,0,1,0.5
search_agent,hotpot_q_21,Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?,multi-hop,HotpotQA,Pedro Rodríguez,"The Force India VJM04 is a Formula One racing car developed by Force India for the 2011 Formula One season, the fourth car the team has made since entering the sport in 2008. The car was driven by long-time Force India driver Adrian Sutil and 2010 Deutsche Tourenwagen Masters champion Paul di Resta.",Force India VJM04,0.4437576476151154,0,1,0.5
search_agent,squad_q_12,Who won Super Bowl 50?,one-hop,SQuAD,Denver Broncos,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5418433574367836,1,1,1.0
search_agent,hotpot_q_8,The arena where the Lewiston Maineiacs played their home games can seat how many people?,multi-hop,HotpotQA,"3,677 seated","The Lewiston Maineiacs were a junior ice hockey team of the Quebec Major Junior Hockey League based in Lewiston, Maine. The team played its home games at the Androscoggin Bank Colisée. They were the second QMJHL team in the United States, and the only one to play a full season. They won the Presiden",Lewiston Maineiacs,0.4247507460644451,0,0,0.0
search_agent,squad_q_48,How many times have the Panthers been in the Super Bowl?,one-hop,SQuAD,2,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.47865841773289275,1,1,1.0
search_agent,squad_q_44,How many teams have played in the Super Bowl eight times?,one-hop,SQuAD,4,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.4367091727033402,1,1,1.0
search_agent,hotpot_q_22,This singer of A Rather Blustery Day also voiced what hedgehog?,multi-hop,HotpotQA,Sonic,"""A Rather Blustery Day"" is a whimsical song from the Walt Disney musical film featurette, ""Winnie the Pooh and the Blustery Day"". It was written by Robert & Richard Sherman and sung by Jim Cummings as ""Pooh"". Catherine Davis ""Kate"" Higgins (born August 16, 1969 in Charlottesville, Virginia, U.S.), a",A Rather Blustery Day,0.3883126719288873,0,1,0.5
search_agent,hotpot_q_11,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",multi-hop,HotpotQA,Kansas Song,"The University of Kansas, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas. The main campus in Lawrence, one of the largest college towns in Kansas, is on Mount Oread, the highest elevation in Lawrence. Two branch campuses are in the Kansas City metropol",University of Kansas,0.6129563781128438,0,1,0.5
search_agent,hotpot_q_26,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,multi-hop,HotpotQA,Barton Lee Hazlewood,"Boots is an EP by KMFDM, featuring a cover of the Nancy Sinatra song ""These Boots Are Made for Walkin'"". It was the first release by the band after their three-year hiatus. ""Puss N' Boots/These Boots (Are Made for Walkin')"" is a song by Canadian synthpop band Kon Kan, released as the third single fr",Boots (EP),0.3952707464282543,0,0,0.0
search_agent,hotpot_q_4,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,multi-hop,HotpotQA,no,"The Esma Sultan Mansion (Turkish: ""Esma Sultan Yalısı"" ), a historical yalı (English: waterside mansion ) located at Bosphorus in Ortaköy neighborhood of Istanbul, Turkey and named after its original owner Esma Sultan, is used today as a cultural center after being redeveloped. The Laleli Mosque (Tu",Esma Sultan Mansion,0.5936214292957269,0,0,0.0
search_agent,hotpot_q_37,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,multi-hop,HotpotQA,2000,"Seven Brief Lessons on Physics (Italian: """" ) is a short book by the Italian physicist Carlo Rovelli. Originally published in Italian in 2014, the book has been translated into 41 languages. It is an Italian bestseller, with more than 300,000 copies sold in Rovelli's home country. Chiara R. Nappi is",Seven Brief Lessons on Physics,0.579804578284059,0,0,0.0
search_agent,squad_q_17,What year did the Denver Broncos secure a Super Bowl title for the third time?,one-hop,SQuAD,2015,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.41796712833552785,1,1,1.0
search_agent,squad_q_38,Who were the defending Super Bowl champions?,one-hop,SQuAD,New England Patriots,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.4116095891195225,0,1,0.5
search_agent,hotpot_q_2,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,multi-hop,HotpotQA,Chief of Protocol,"A Kiss for Corliss is a 1949 American comedy film directed by Richard Wallace and written by Howard Dimsdale. It stars Shirley Temple in her final starring role as well as her final film appearance. It is a sequel to the 1945 film ""Kiss and Tell"". ""A Kiss for Corliss"" was retitled ""Almost a Bride"" b",A Kiss for Corliss,0.449201079558856,0,0,0.0
search_agent,squad_q_42,Which Carolina Panthers team member was picked as the team's MVP in 2015?,one-hop,SQuAD,Cam Newton,"The 2015–16 Vermont Catamounts men's basketball team represented the University of Vermont during the 2015–16 NCAA Division I men's basketball season. The Catamounts, led by fifth year head coach John Becker, played their home games at Patrick Gym and were members of the America East Conference. The",2015–16 Vermont Catamounts men's basketball team,0.17472607720604266,0,0,0.0
search_agent,hotpot_q_3,"What science fantasy young adult series, told in first person, has a set of companion books narrating the stories of enslaved worlds and alien species?",multi-hop,HotpotQA,Animorphs,"Animorphs is a science fantasy series of young adult books written by Katherine Applegate and her husband Michael Grant, writing together under the name K. A. Applegate, and published by Scholastic. It is told in first person, with all six main characters taking turns narrating the books through the",Animorphs,0.3460934189463632,1,1,1.0
search_agent,squad_q_40,Who was this season's NFL MVP?,one-hop,SQuAD,Cam Newton,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.22068398147042434,1,1,1.0
